priority	category	preferred_term	ontology_id	ontology_label	ontology_source	mapping_status	has_chebi_id	synonym_count	synonyms	filename	file_path
MEDIUM	Abbreviations	(NH4)2SO4	CHEBI:62946	(NH4)2SO4	CHEBI	MAPPED	True	5	Role: Nitrogen source; Properties: Defined component, Inorganic compound, Simple component|Role: Nitrogen source; Properties: Defined component, Simple component, Inorganic compound|Role: Nitrogen source; Properties: Inorganic compound, Defined component, Simple component	Nh42so4.yaml	data/ingredients/mapped/Nh42so4.yaml
MEDIUM	Abbreviations	(NH4)H2PO4	CHEBI:62982		CHEBI	MAPPED	True	1	Role: Nitrogen source; Properties: Simple component, Inorganic compound, Defined component	Nh4h2po4_2.yaml	data/ingredients/mapped/Nh4h2po4_2.yaml
MEDIUM	Abbreviations	D-Maltose	CHEBI:17306	D-Maltose	CHEBI	MAPPED	True	0		D-maltose.yaml	data/ingredients/mapped/D-maltose.yaml
MEDIUM	Abbreviations	DNA	CHEBI:16991	DNA	CHEBI	MAPPED	True	0		Dna.yaml	data/ingredients/mapped/Dna.yaml
MEDIUM	Abbreviations	FE EDTA				UNMAPPED	False	1	FE EDTA	Fe_Edta.yaml	data/ingredients/unmapped/Fe_Edta.yaml
MEDIUM	Abbreviations	H3BO				UNMAPPED	False	1	H3BO3(Baker 0084)	H3bo.yaml	data/ingredients/unmapped/H3bo.yaml
MEDIUM	Abbreviations	H3BO2	CHEBI:38267	H3BO2	CHEBI	MAPPED	True	0		H3bo2.yaml	data/ingredients/mapped/H3bo2.yaml
MEDIUM	Abbreviations	K2HPO				UNMAPPED	False	1	K2HPO4(Sigma P 3786)	K2hpo.yaml	data/ingredients/unmapped/K2hpo.yaml
MEDIUM	Abbreviations	K2S4O6	CHEBI:86466		CHEBI	MAPPED	True	2	Properties: Defined component, Inorganic compound, Simple component|Properties: Defined component, Simple component, Inorganic compound	K2s4o6.yaml	data/ingredients/mapped/K2s4o6.yaml
MEDIUM	Abbreviations	KH2PO				UNMAPPED	False	1	KH2PO4(Sigma P 0662)	Kh2po.yaml	data/ingredients/unmapped/Kh2po.yaml
MEDIUM	Abbreviations	KNO				UNMAPPED	False	1	KNO3(Baker 3190)	Kno.yaml	data/ingredients/unmapped/Kno.yaml
MEDIUM	Abbreviations	L-Arginine x HCl	CHEBI:31235		CHEBI	MAPPED	True	0		L-arginine_X_Hcl.yaml	data/ingredients/mapped/L-arginine_X_Hcl.yaml
MEDIUM	Abbreviations	L-Cysteine HCl x H2O	CHEBI:91248	L-Cysteine HCl x H2O	CHEBI	MAPPED	True	2	Properties: Defined component, Organic compound, Simple component|Properties: Simple component, Defined component, Organic compound	L-cysteine_Hcl_X_H2o.yaml	data/ingredients/mapped/L-cysteine_Hcl_X_H2o.yaml
MEDIUM	Abbreviations	NH4HCO3	CHEBI:184335		CHEBI	MAPPED	True	2	Role: Nitrogen source; Properties: Inorganic compound, Defined component, Simple component|Role: Nitrogen source; Properties: Inorganic compound, Simple component, Defined component	Nh4hco3.yaml	data/ingredients/mapped/Nh4hco3.yaml
MEDIUM	Abbreviations	NH4NO				UNMAPPED	False	1	NH4NO3(CAS: 6484-52-2)	Nh4no.yaml	data/ingredients/unmapped/Nh4no.yaml
MEDIUM	Abbreviations	NH4NO3	CHEBI:63038		CHEBI	MAPPED	True	5	Role: Nitrogen source; Properties: Defined component, Inorganic compound, Simple component|Role: Nitrogen source; Properties: Defined component, Simple component, Inorganic compound|Role: Nitrogen source; Properties: Inorganic compound, Defined component, Simple component	Nh4no3_2.yaml	data/ingredients/mapped/Nh4no3_2.yaml
MEDIUM	Complex Notation	CaCl2•2H2O				UNMAPPED	False	3	CaCl2•2H2O (Sigma C-3881)|CaCl2•2H2O(CAS: 10035-04-8)|CaCl2•2H2O(Sigma C-3881)	Cacl22h2o.yaml	data/ingredients/unmapped/Cacl22h2o.yaml
MEDIUM	Complex Notation	CaSO4•2H2O				UNMAPPED	False	1	CaSO4•2H2O(Mallinckroft 4300)	Caso42h2o.yaml	data/ingredients/unmapped/Caso42h2o.yaml
MEDIUM	Complex Notation	Citric Acid•H2O				UNMAPPED	False	1	Citric Acid•H2O(Fisher A 104)	Citric_Acidh2o.yaml	data/ingredients/unmapped/Citric_Acidh2o.yaml
MEDIUM	Complex Notation	Fe(NH4)2(SO4)2·6H2O	CHEBI:76181		CHEBI	MAPPED	True	3	Role: Mineral source; Properties: Defined component, Simple component, Inorganic compound|Role: Mineral source; Properties: Inorganic compound, Defined component, Simple component|Role: Mineral source; Properties: Simple component, Inorganic compound, Defined component	Fe_Nh42_So426h2o.yaml	data/ingredients/mapped/Fe_Nh42_So426h2o.yaml
MEDIUM	Complex Notation	MgSO4·H2O	CHEBI:31795		CHEBI	MAPPED	True	1	Role: Mineral source; Properties: Inorganic compound, Defined component, Simple component	Mgso4h2o.yaml	data/ingredients/mapped/Mgso4h2o.yaml
MEDIUM	Complex Notation	MgSO4•7H2O				UNMAPPED	False	3	MgSO4•7H2O (Sigma 230391)|MgSO4•7H2O(CAS: 10034-99-8)|MgSO4•7H2O(Sigma 230391)	Mgso47h2o.yaml	data/ingredients/unmapped/Mgso47h2o.yaml
MEDIUM	Complex Notation	Na2EDTA•2H2O				UNMAPPED	False	1	Na2EDTA•2H2O(Sigma ED255)	Na2edta2h2o.yaml	data/ingredients/unmapped/Na2edta2h2o.yaml
MEDIUM	Complex Notation	Na2Glycerophosphate•5H2O				UNMAPPED	False	1	Na2Glycerophosphate•5H2O(CAS: 13408-09-8)	Na2glycerophosphate5h2o_3.yaml	data/ingredients/unmapped/Na2glycerophosphate5h2o_3.yaml
MEDIUM	Complex Notation	Na2HPO4•7H2O				UNMAPPED	False	2	Na2HPO4•7H2O(Sigma S-9390)|Na2HPO4•7H2O(autoclave before adding) (Sigma S-9390)	Na2hpo47h2o.yaml	data/ingredients/unmapped/Na2hpo47h2o.yaml
MEDIUM	Complex Notation	Na2SiO3·9H2O	CHEBI:132108		CHEBI	MAPPED	True	1	Role: Mineral source; Properties: Inorganic compound, Defined component, Simple component	Na2sio39h2o.yaml	data/ingredients/mapped/Na2sio39h2o.yaml
MEDIUM	Complex Notation	Na2SiO3•9H2O				UNMAPPED	False	2	Na2SiO3•9H2O(CAS: 13517-24-3)|Na2SiO3•9H2O(Sigma 307815)	Na2sio39h2o.yaml	data/ingredients/unmapped/Na2sio39h2o.yaml
MEDIUM	Complex Notation	Na2glycerophosphate•5H2O				UNMAPPED	False	2	Na2glycerophosphate•5H2O(CAS: 13408-09-8)|Na2glycerophosphate•5H2O(CAS:  13408-09-8)	Na2glycerophosphate5h2o.yaml	data/ingredients/unmapped/Na2glycerophosphate5h2o.yaml
MEDIUM	Complex Notation	NaH2PO4•H2O				UNMAPPED	False	1	NaH2PO4•H2O(MCIB 742)	Nah2po4h2o.yaml	data/ingredients/unmapped/Nah2po4h2o.yaml
MEDIUM	Complex Notation	SnCl2·2H2O	CHEBI:78074	tin(II) chloride dihydrate	CHEBI	MAPPED	True	1	Role: Mineral source; Properties: Inorganic compound, Defined component, Simple component	Sncl22h2o.yaml	data/ingredients/mapped/Sncl22h2o.yaml
MEDIUM	Other/Uncategorized					UNKNOWN	False	0		complex_mixture.yaml	data/ingredients/unmapped/complex_mixture.yaml
MEDIUM	Other/Uncategorized					UNKNOWN	False	0		environmental.yaml	data/ingredients/unmapped/environmental.yaml
MEDIUM	Other/Uncategorized					UNKNOWN	False	0		incomplete.yaml	data/ingredients/unmapped/incomplete.yaml
MEDIUM	Other/Uncategorized					UNKNOWN	False	0		placeholder.yaml	data/ingredients/unmapped/placeholder.yaml
MEDIUM	Other/Uncategorized					UNKNOWN	False	0		simple_chemical.yaml	data/ingredients/unmapped/simple_chemical.yaml
MEDIUM	Other/Uncategorized					UNKNOWN	False	0		unknown.yaml	data/ingredients/unmapped/unknown.yaml
MEDIUM	Other/Uncategorized	(DL)-alpha-Lipoic acid	CHEBI:16494	(DL)-alpha-Lipoic acid	CHEBI	MAPPED	True	1	Role: Growth factor; Properties: Organic compound, Defined component, Simple component	Dl-alpha-lipoic_Acid.yaml	data/ingredients/mapped/Dl-alpha-lipoic_Acid.yaml
MEDIUM	Other/Uncategorized	(NH4)2 citrate	CHEBI:63076		CHEBI	MAPPED	True	0		Nh42_Citrate.yaml	data/ingredients/mapped/Nh42_Citrate.yaml
MEDIUM	Other/Uncategorized	(NH4)2MoO4	CHEBI:91249	(NH4)2MoO4	CHEBI	MAPPED	True	0		Nh42moo4.yaml	data/ingredients/mapped/Nh42moo4.yaml
MEDIUM	Other/Uncategorized	(NH4)2Ni(SO4)2	CHEBI:86149	(NH4)2Ni(SO4)2	CHEBI	MAPPED	True	0		Nh42ni_So42.yaml	data/ingredients/mapped/Nh42ni_So42.yaml
MEDIUM	Other/Uncategorized	(NH4)3 citrate	CHEBI:63037	(NH4)3 citrate	CHEBI	MAPPED	True	1	Role: Nitrogen source; Properties: Defined component, Organic compound, Simple component	Nh43_Citrate.yaml	data/ingredients/mapped/Nh43_Citrate.yaml
MEDIUM	Other/Uncategorized	2-Mercaptoethanesulfonate	CHEBI:17905	2-Mercaptoethanesulfonate	CHEBI	MAPPED	True	1	Cross-references: KEGG:com	2-mercaptoethanesulfonate.yaml	data/ingredients/mapped/2-mercaptoethanesulfonate.yaml
MEDIUM	Other/Uncategorized	A+ Trace Components				UNMAPPED	False	1	A+ Trace Components (sterilize before adding)	A_Trace_Components.yaml	data/ingredients/unmapped/A_Trace_Components.yaml
MEDIUM	Other/Uncategorized	BCYE agar	CHEBI:2509	BCYE agar	CHEBI	MAPPED	True	1	Properties: Undefined component, Complex component	Bcye_Agar.yaml	data/ingredients/mapped/Bcye_Agar.yaml
MEDIUM	Other/Uncategorized	BL Agar	CHEBI:2509	BL Agar	CHEBI	MAPPED	True	0		Bl_Agar.yaml	data/ingredients/mapped/Bl_Agar.yaml
MEDIUM	Other/Uncategorized	Barley grains				UNMAPPED	False	1	Barley grains(add after dH2O)	Barley_Grains.yaml	data/ingredients/unmapped/Barley_Grains.yaml
MEDIUM	Other/Uncategorized	Barley grains autoclaved				UNMAPPED	False	1	Barley grains autoclaved	Barley_Grains_Autoclaved.yaml	data/ingredients/unmapped/Barley_Grains_Autoclaved.yaml
MEDIUM	Other/Uncategorized	Biotine	CHEBI:15956	Biotine	CHEBI	MAPPED	True	0		Biotine.yaml	data/ingredients/mapped/Biotine.yaml
MEDIUM	Other/Uncategorized	Brewer anaerobic agar	CHEBI:2509	Brewer anaerobic agar	CHEBI	MAPPED	True	0		Brewer_Anaerobic_Agar.yaml	data/ingredients/mapped/Brewer_Anaerobic_Agar.yaml
MEDIUM	Other/Uncategorized	Brucella agar	CHEBI:2509	Brucella agar	CHEBI	MAPPED	True	0		Brucella_Agar.yaml	data/ingredients/mapped/Brucella_Agar.yaml
MEDIUM	Other/Uncategorized	CaCO				UNMAPPED	False	3	CaCO3(Fisher C 64)|CaCO3(optional) (Fisher C 64)|CaCO3(optional)(Fisher C 64)	Caco.yaml	data/ingredients/unmapped/Caco.yaml
MEDIUM	Other/Uncategorized	Carboxymethyl cellulose	CHEBI:85146	Carboxymethyl cellulose	CHEBI	MAPPED	True	1	( sodium salt)	Carboxymethyl_Cellulose.yaml	data/ingredients/mapped/Carboxymethyl_Cellulose.yaml
MEDIUM	Other/Uncategorized	Casamino acid	CHEBI:78020	heptacosanoate	CHEBI	MAPPED	True	1	Properties: Undefined component	Casamino_Acid.yaml	data/ingredients/mapped/Casamino_Acid.yaml
MEDIUM	Other/Uncategorized	Catalase	CHEBI:3463	Catalase	CHEBI	MAPPED	True	2	Properties: Defined component, Simple component|Properties: Simple component, Defined component	Catalase.yaml	data/ingredients/mapped/Catalase.yaml
MEDIUM	Other/Uncategorized	Co Carboxylase	CHEBI:45395	Co Carboxylase	CHEBI	MAPPED	True	0		Co_Carboxylase.yaml	data/ingredients/mapped/Co_Carboxylase.yaml
MEDIUM	Other/Uncategorized	Coenzyme A	CHEBI:15346	Coenzyme A	CHEBI	MAPPED	True	1	Role: Growth factor; Properties: Organic compound, Defined component, Simple component	Coenzyme_A.yaml	data/ingredients/mapped/Coenzyme_A.yaml
MEDIUM	Other/Uncategorized	Coenzyme M	CHEBI:17905	Coenzyme M	CHEBI	MAPPED	True	1	Role: Growth factor; Properties: Organic compound, Defined component, Simple component	Coenzyme_M.yaml	data/ingredients/mapped/Coenzyme_M.yaml
MEDIUM	Other/Uncategorized	Columbia blood agar base	CHEBI:2509	Columbia blood agar base	CHEBI	MAPPED	True	0		Columbia_Blood_Agar_Base.yaml	data/ingredients/mapped/Columbia_Blood_Agar_Base.yaml
MEDIUM	Other/Uncategorized	Corn meal agar	CHEBI:2509	Corn meal agar	CHEBI	MAPPED	True	0		Corn_Meal_Agar.yaml	data/ingredients/mapped/Corn_Meal_Agar.yaml
MEDIUM	Other/Uncategorized	Cr2(SO4)3 x n H2O	CHEBI:53471	Cr2(SO4)3 x n H2O	CHEBI	MAPPED	True	0		Cr2_So43_X_N_H2o.yaml	data/ingredients/mapped/Cr2_So43_X_N_H2o.yaml
MEDIUM	Other/Uncategorized	Cysteine	CHEBI:15356	Cysteine	CHEBI	MAPPED	True	5	Role: Nitrogen source; Properties: Defined component, Organic compound, Simple component|Role: Nitrogen source; Properties: Defined component, Simple component, Organic compound|Role: Nitrogen source; Properties: Organic compound, Defined component, Simple component	Cysteine.yaml	data/ingredients/mapped/Cysteine.yaml
MEDIUM	Other/Uncategorized	Czapek Dox agar	CHEBI:2509	Czapek Dox agar	CHEBI	MAPPED	True	0		Czapek_Dox_Agar.yaml	data/ingredients/mapped/Czapek_Dox_Agar.yaml
MEDIUM	Other/Uncategorized	D-(+)-biotin	CHEBI:15956	D-(+)-biotin	CHEBI	MAPPED	True	0		D-_-biotin.yaml	data/ingredients/mapped/D-_-biotin.yaml
MEDIUM	Other/Uncategorized	DAS Vitamin Cocktail				UNMAPPED	False	1	DAS Vitamin Cocktail	Das_Vitamin_Cocktail.yaml	data/ingredients/unmapped/Das_Vitamin_Cocktail.yaml
MEDIUM	Other/Uncategorized	DL-2-Methylbutyric acid	CHEBI:37070	DL-2-Methylbutyric acid	CHEBI	MAPPED	True	1	Role: Carbon source; Properties: Organic compound, Defined component, Simple component	Dl-2-methylbutyric_Acid.yaml	data/ingredients/mapped/Dl-2-methylbutyric_Acid.yaml
MEDIUM	Other/Uncategorized	DL-6,8-thioctic acid	CHEBI:16494	DL-6,8-thioctic acid	CHEBI	MAPPED	True	0		Dl-68-thioctic_Acid.yaml	data/ingredients/mapped/Dl-68-thioctic_Acid.yaml
MEDIUM	Other/Uncategorized	DL-Calcium pantothenate	CHEBI:31345	DL-Calcium pantothenate	CHEBI	MAPPED	True	2	Role: Vitamin; Properties: Defined component, Organic compound, Simple component|Role: Vitamin; Properties: Organic compound, Defined component, Simple component	Dl-calcium_Pantothenate.yaml	data/ingredients/mapped/Dl-calcium_Pantothenate.yaml
MEDIUM	Other/Uncategorized	DL-Dithiothreitol	CHEBI:18320	DL-Dithiothreitol	CHEBI	MAPPED	True	1	Properties: Defined component, Inorganic compound, Simple component	Dl-dithiothreitol.yaml	data/ingredients/mapped/Dl-dithiothreitol.yaml
MEDIUM	Other/Uncategorized	DL-Methionine	CHEBI:16811	DL-Methionine	CHEBI	MAPPED	True	1	Role: Nitrogen source; Properties: Defined component, Organic compound, Simple component	Dl-methionine_2.yaml	data/ingredients/mapped/Dl-methionine_2.yaml
MEDIUM	Other/Uncategorized	DL-Na-malate	CHEBI:91261	DL-Na-malate	CHEBI	MAPPED	True	0		Dl-na-malate.yaml	data/ingredients/mapped/Dl-na-malate.yaml
MEDIUM	Other/Uncategorized	DL-Sodium malate	CHEBI:91261	DL-Sodium malate	CHEBI	MAPPED	True	0		Dl-sodium_Malate.yaml	data/ingredients/mapped/Dl-sodium_Malate.yaml
MEDIUM	Other/Uncategorized	DL-alpha-Methyl butyric acid	CHEBI:37070	DL-alpha-Methyl butyric acid	CHEBI	MAPPED	True	0		Dl-alpha-methyl_Butyric_Acid.yaml	data/ingredients/mapped/Dl-alpha-methyl_Butyric_Acid.yaml
MEDIUM	Other/Uncategorized	DL-alpha-lipoic acid	CHEBI:16494	DL-alpha-lipoic acid	CHEBI	MAPPED	True	0		Dl-alpha-lipoic_Acid_2.yaml	data/ingredients/mapped/Dl-alpha-lipoic_Acid_2.yaml
MEDIUM	Other/Uncategorized	Demineralized water	CHEBI:15377	Demineralized water	CHEBI	MAPPED	True	0		Demineralized_Water.yaml	data/ingredients/mapped/Demineralized_Water.yaml
MEDIUM	Other/Uncategorized	Dipotassium Phosphate	CHEBI:131527	Dipotassium Phosphate	CHEBI	MAPPED	True	1	Role: Buffer; Properties: Simple component, Inorganic compound, Defined component	Dipotassium_Phosphate.yaml	data/ingredients/mapped/Dipotassium_Phosphate.yaml
MEDIUM	Other/Uncategorized	Distilled water	CHEBI:15377	Distilled water	CHEBI	MAPPED	True	5	Role: Mineral source; Properties: Inorganic compound, Defined component, Simple component|Role: Solvating media; Properties: Defined component, Inorganic compound, Simple component|Role: Solvating media; Properties: Defined component, Simple component, Inorganic compound	Distilled_Water.yaml	data/ingredients/mapped/Distilled_Water.yaml
MEDIUM	Other/Uncategorized	Double distilled water	CHEBI:15377	Double distilled water	CHEBI	MAPPED	True	1	Role: Solvating media; Properties: Inorganic compound, Defined component, Simple component	Double_Distilled_Water.yaml	data/ingredients/mapped/Double_Distilled_Water.yaml
MEDIUM	Other/Uncategorized	Elemental sulphur	CHEBI:33403	Elemental sulphur	CHEBI	MAPPED	True	0		Elemental_Sulphur.yaml	data/ingredients/mapped/Elemental_Sulphur.yaml
MEDIUM	Other/Uncategorized	Fastidious Anaerobe Agar	CHEBI:2509	Fastidious Anaerobe Agar	CHEBI	MAPPED	True	0		Fastidious_Anaerobe_Agar.yaml	data/ingredients/mapped/Fastidious_Anaerobe_Agar.yaml
MEDIUM	Other/Uncategorized	Fe(III) citrate	CHEBI:144421	Fe(III) citrate	CHEBI	MAPPED	True	1	Role: Mineral source; Properties: Organic compound, Defined component, Simple component	Fe_Iii_Citrate.yaml	data/ingredients/mapped/Fe_Iii_Citrate.yaml
MEDIUM	Other/Uncategorized	Fe(NH4)citrate	CHEBI:31604	Fe(NH4)citrate	CHEBI	MAPPED	True	0		Fe_Nh4citrate.yaml	data/ingredients/mapped/Fe_Nh4citrate.yaml
MEDIUM	Other/Uncategorized	Fe2(SO4)3 x n H2O	CHEBI:53438	Fe2(SO4)3 x n H2O	CHEBI	MAPPED	True	0		Fe2_So43_X_N_H2o.yaml	data/ingredients/mapped/Fe2_So43_X_N_H2o.yaml
MEDIUM	Other/Uncategorized	Fe4(PO4)2	CHEBI:132767	Fe4(PO4)2	CHEBI	MAPPED	True	0		Fe4_Po42.yaml	data/ingredients/mapped/Fe4_Po42.yaml
MEDIUM	Other/Uncategorized	Ferric citrate monohydrate	CHEBI:77732		CHEBI	MAPPED	True	0		Ferric_Citrate_Monohydrate.yaml	data/ingredients/mapped/Ferric_Citrate_Monohydrate.yaml
MEDIUM	Other/Uncategorized	Ferrihydrite	CHEBI:192761		CHEBI	MAPPED	True	1	Role: Mineral source	Ferrihydrite.yaml	data/ingredients/mapped/Ferrihydrite.yaml
MEDIUM	Other/Uncategorized	Full composition available at source database				UNMAPPED	False	1	Full composition available at source database	Full_Composition_Available_At_Source_Database.yaml	data/ingredients/unmapped/Full_Composition_Available_At_Source_Database.yaml
MEDIUM	Other/Uncategorized	GAM agar	CHEBI:2509	GAM agar	CHEBI	MAPPED	True	1	( modified)	Gam_Agar.yaml	data/ingredients/mapped/Gam_Agar.yaml
MEDIUM	Other/Uncategorized	Gelatine	CHEBI:5291	Gelatine	CHEBI	MAPPED	True	0		Gelatine.yaml	data/ingredients/mapped/Gelatine.yaml
MEDIUM	Other/Uncategorized	Gellan Gum	CHEBI:85248	Gellan Gum	CHEBI	MAPPED	True	0		Gellan_Gum.yaml	data/ingredients/mapped/Gellan_Gum.yaml
MEDIUM	Other/Uncategorized	Gellan gum	CHEBI:85248	Gellan Gum	CHEBI	MAPPED	True	1	Role: Solidifying component; Properties: Undefined component, Organic compound	Gellan_Gum_3.yaml	data/ingredients/mapped/Gellan_Gum_3.yaml
MEDIUM	Other/Uncategorized	Gelrite	CHEBI:85248	Gelrite	CHEBI	MAPPED	True	2	Role: Solidifying component; Properties: Organic compound, Undefined component|Role: Solidifying component; Properties: Simple component	Gelrite.yaml	data/ingredients/mapped/Gelrite.yaml
MEDIUM	Other/Uncategorized	Glycerol-asparagine agar	CHEBI:2509	Glycerol-asparagine agar	CHEBI	MAPPED	True	0		Glycerol-asparagine_Agar.yaml	data/ingredients/mapped/Glycerol-asparagine_Agar.yaml
MEDIUM	Other/Uncategorized	H2SeO3	CHEBI:26642	H2SeO3	CHEBI	MAPPED	True	1	Role: Mineral source; Properties: Inorganic compound, Defined component, Simple component	H2seo3.yaml	data/ingredients/mapped/H2seo3.yaml
MEDIUM	Other/Uncategorized	Hexachlorocyclo-hexane	CHEBI:24536	Hexachlorocyclo-hexane	CHEBI	MAPPED	True	0		Hexachlorocyclo-hexane.yaml	data/ingredients/mapped/Hexachlorocyclo-hexane.yaml
MEDIUM	Other/Uncategorized	Histidine	CHEBI:27570	Histidine	CHEBI	MAPPED	True	1	Role: Nitrogen source; Properties: Organic compound, Defined component, Simple component	Histidine.yaml	data/ingredients/mapped/Histidine.yaml
MEDIUM	Other/Uncategorized	Indigocarmine	CHEBI:31695	Indigocarmine	CHEBI	MAPPED	True	0		Indigocarmine.yaml	data/ingredients/mapped/Indigocarmine.yaml
MEDIUM	Other/Uncategorized	Iron powder	CHEBI:82664	Iron powder	CHEBI	MAPPED	True	0		Iron_Powder.yaml	data/ingredients/mapped/Iron_Powder.yaml
MEDIUM	Other/Uncategorized	KAl(SO4)2	CHEBI:86463	KAl(SO4)2	CHEBI	MAPPED	True	0		Kal_So42.yaml	data/ingredients/mapped/Kal_So42.yaml
MEDIUM	Other/Uncategorized	L-cystine	CHEBI:16283	L-cystine	CHEBI	MAPPED	True	1	Role: Nitrogen source; Properties: Defined component, Simple component, Organic compound	L-cystine_2.yaml	data/ingredients/mapped/L-cystine_2.yaml
MEDIUM	Other/Uncategorized	Legionella agar enrichment	CHEBI:2509	Legionella agar enrichment	CHEBI	MAPPED	True	0		Legionella_Agar_Enrichment.yaml	data/ingredients/mapped/Legionella_Agar_Enrichment.yaml
MEDIUM	Other/Uncategorized	MES acids	CHEBI:39005		CHEBI	MAPPED	True	0		Mes_Acids.yaml	data/ingredients/mapped/Mes_Acids.yaml
MEDIUM	Other/Uncategorized	Malic acid	CHEBI:6650	Malic acid	CHEBI	MAPPED	True	0		Malic_Acid.yaml	data/ingredients/mapped/Malic_Acid.yaml
MEDIUM	Other/Uncategorized	Maltose	CHEBI:17306	Maltose	CHEBI	MAPPED	True	5	Cross-references: KEGG:malt|Role: Carbon source; Properties: Defined component, Organic compound, Simple component|Role: Carbon source; Properties: Defined component, Simple component, Organic compound	Maltose.yaml	data/ingredients/mapped/Maltose.yaml
MEDIUM	Other/Uncategorized	Methylamine-HCl	CHEBI:64700		CHEBI	MAPPED	True	1	Role: Carbon source; Properties: Organic compound, Defined component, Simple component	Methylamine-hcl.yaml	data/ingredients/mapped/Methylamine-hcl.yaml
MEDIUM	Other/Uncategorized	MgCO				UNMAPPED	False	1	MgCO3(MCIB CB486)	Mgco.yaml	data/ingredients/unmapped/Mgco.yaml
MEDIUM	Other/Uncategorized	Middlebrook 7H10 agar	CHEBI:2509	Middlebrook 7H10 agar	CHEBI	MAPPED	True	0		Middlebrook_7h10_Agar.yaml	data/ingredients/mapped/Middlebrook_7h10_Agar.yaml
MEDIUM	Other/Uncategorized	Minor Nutrients				UNMAPPED	False	1	Minor Nutrients	Minor_Nutrients.yaml	data/ingredients/unmapped/Minor_Nutrients.yaml
MEDIUM	Other/Uncategorized	Morpholinopropane sulfonic acid	CHEBI:44115	Morpholinopropane sulfonic acid	CHEBI	MAPPED	True	0		Morpholinopropane_Sulfonic_Acid.yaml	data/ingredients/mapped/Morpholinopropane_Sulfonic_Acid.yaml
MEDIUM	Other/Uncategorized	Mueller Hinton II agar	CHEBI:2509	Mueller Hinton II agar	CHEBI	MAPPED	True	0		Mueller_Hinton_Ii_Agar.yaml	data/ingredients/mapped/Mueller_Hinton_Ii_Agar.yaml
MEDIUM	Other/Uncategorized	Myo-inositol	CHEBI:17268	Myo-inositol	CHEBI	MAPPED	True	0		Myo-inositol_2.yaml	data/ingredients/mapped/Myo-inositol_2.yaml
MEDIUM	Other/Uncategorized	N-acetylglucosamine	CHEBI:59640	N-acetylglucosamine	CHEBI	MAPPED	True	1	Role: Carbon source; Properties: Organic compound, Defined component, Simple component	N-acetylglucosamine_2.yaml	data/ingredients/mapped/N-acetylglucosamine_2.yaml
MEDIUM	Other/Uncategorized	NH4-oxalate	CHEBI:91241	NH4-oxalate	CHEBI	MAPPED	True	0		Nh4-oxalate.yaml	data/ingredients/mapped/Nh4-oxalate.yaml
MEDIUM	Other/Uncategorized	NH4MgPO				UNMAPPED	False	1	NH4MgPO4(Sigma 529354)	Nh4mgpo.yaml	data/ingredients/unmapped/Nh4mgpo.yaml
MEDIUM	Other/Uncategorized	Na Acetate	CHEBI:32954	Na acetate	CHEBI	MAPPED	True	1	Role: Buffer; Properties: Organic compound, Defined component, Simple component	Na_Acetate_2.yaml	data/ingredients/mapped/Na_Acetate_2.yaml
MEDIUM	Other/Uncategorized	Na NO3	CHEBI:63005		CHEBI	MAPPED	True	0		Na_No3.yaml	data/ingredients/mapped/Na_No3.yaml
MEDIUM	Other/Uncategorized	Na acetate	CHEBI:32954	Na acetate	CHEBI	MAPPED	True	0		Na_Acetate.yaml	data/ingredients/mapped/Na_Acetate.yaml
MEDIUM	Other/Uncategorized	Na gluconate	CHEBI:84997	Na gluconate	CHEBI	MAPPED	True	0		Na_Gluconate.yaml	data/ingredients/mapped/Na_Gluconate.yaml
MEDIUM	Other/Uncategorized	Na glutamate	CHEBI:64220	Na glutamate	CHEBI	MAPPED	True	0		Na_Glutamate.yaml	data/ingredients/mapped/Na_Glutamate.yaml
MEDIUM	Other/Uncategorized	Na malate	CHEBI:91261	Na malate	CHEBI	MAPPED	True	0		Na_Malate.yaml	data/ingredients/mapped/Na_Malate.yaml
MEDIUM	Other/Uncategorized	Na pyruvate	CHEBI:50144	Na pyruvate	CHEBI	MAPPED	True	0		Na_Pyruvate.yaml	data/ingredients/mapped/Na_Pyruvate.yaml
MEDIUM	Other/Uncategorized	Na silicate	CHEBI:60720	Na silicate	CHEBI	MAPPED	True	0		Na_Silicate.yaml	data/ingredients/mapped/Na_Silicate.yaml
MEDIUM	Other/Uncategorized	Na-(L)-lactate	CHEBI:232798		CHEBI	MAPPED	True	1	Role: Carbon source; Properties: Organic compound, Defined component, Simple component	Na-_L-lactate.yaml	data/ingredients/mapped/Na-_L-lactate.yaml
MEDIUM	Other/Uncategorized	Na2 alpha-ketoglutarate	CHEBI:16810	Na2 alpha-ketoglutarate	CHEBI	MAPPED	True	0		Na2_Alpha-ketoglutarate.yaml	data/ingredients/mapped/Na2_Alpha-ketoglutarate.yaml
MEDIUM	Other/Uncategorized	Na2-DL-malate	CHEBI:91261	Na2-DL-malate	CHEBI	MAPPED	True	0		Na2-dl-malate.yaml	data/ingredients/mapped/Na2-dl-malate.yaml
MEDIUM	Other/Uncategorized	Na2-EDTA	CHEBI:64734	Na2-EDTA	CHEBI	MAPPED	True	1	Properties: Defined component, Organic compound, Simple component	Na2-edta.yaml	data/ingredients/mapped/Na2-edta.yaml
